ChEBI	Count	TFIDF	Names	Mass	logP	Class
50305	6	9	podophyllotoxin	414.40530	2.02	['50307', '25036', '38163', '38104', '38163', '26004', '38166', '24532', '36963', '38166', '33659', '33671', '33285', '5686', '33832', '36962', '25806', '24532', '33671', '33655', '33635', '50860', '33595', '72695', '33285', '33304', '5686', '33832', '33635', '33582', '25367', '50860', '33675', '33595', '72695', '33675', '36357', '33582', '33579', '25367', '50860', '33579', '23367', '33675', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
50371	3	4	(R)-rosmarinic acid	360.31480	1.99	['17226', '26195', '26004', '33308', '25384', '33853', '33659', '36586', '35701', '33575', '33659', '33822', '33655', '33832', '36587', '36963', '36586', '35605', '64709', '33655', '33832', '24651', '50860', '33595', '72695', '36962', '25806', '36587', '36963', '24833', '33595', '72695', '25806', '33608', '37577', '33582', '25367', '50860', '33285', '33304', '36962', '24651', '25367', '50860', '33304', '33674', '36357', '33675', '33582', '33285', '25806', '33608', '37577', '36357', '33582', '33675', '33579', '23367', '50860', '33304', '33674', '23367', '33675', '33579', '24431', '33582', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
50381	1	1	miglustat	219.27808	-0.811	['26151', '50996', '38101', '25693', '50047', '24532', '35352', '33670', '50860', '33285', '5686', '33832', '51143', '33661', '33582', '50860', '33595', '72695', '33302', '33675', '33582', '25367', '50860', '33675', '33579', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
50415	2	3	2-methylpyridine	93.12650	1.09	['50414', '26421', '25693', '38101', '24532', '33670', '35352', '33285', '5686', '33832', '33661', '51143', '50860', '33595', '72695', '33302', '33582', '25367', '50860', '33675', '33675', '36357', '33582', '33579', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
50428	1	1	indophenol	199.20540	1.73	['50193', '24783', '35352', '50860', '33285', '51143', '33582', '50860', '33302', '33675', '33582', '33675', '33579', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
50450	3	5	1-naphthylamine	143.18520	2.27	['50448', '38034', '50471', '25477', '33860', '32877', '36785', '33836', '33659', '50047', '50994', '32952', '35294', '33636', '33659', '33598', '33655', '33832', '35352', '50860', '50047', '33598', '35295', '33595', '33655', '33832', '33597', '72695', '33285', '51143', '33582', '35352', '50860', '33597', '33832', '33635', '25367', '33595', '72695', '50860', '33302', '33675', '33285', '51143', '33582', '33595', '72695', '36357', '25367', '50860', '33582', '33675', '33579', '33302', '25367', '50860', '23367', '36357', '33582', '33675', '33579', '36357', '33582', '24431', '23367', '33675', '33579', '23367', '33675', '24431', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
50462	2	3	citronellol	156.26520	3.81	['25409', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
50465	1	2	2-decenoic acid	170.24872	3.64	['36003', '79020', '25413', '59554', '59202', '25384', '27208', '35366', '33575', '35366', '25384', '18059', '36586', '35605', '64709', '25384', '18059', '33575', '50860', '36587', '36963', '24833', '33575', '50860', '36586', '35605', '64709', '33582', '72695', '36962', '25806', '24651', '36586', '35605', '64709', '33582', '36587', '36963', '24833', '50860', '33675', '25367', '33285', '33304', '25806', '33608', '37577', '36587', '36963', '24833', '50860', '33675', '72695', '36962', '25806', '24651', '33582', '33579', '36357', '33304', '33674', '72695', '36962', '25806', '24651', '33582', '33579', '50860', '25367', '33285', '33304', '33608', '37577', '33675', '23367', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '33582', '36357', '33674', '33579', '24431', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
50526	1	1	phenolate	93.10330	1.45	['50525', '25696', '25699', '22563', '50860', '24870', '33582', '23367', '33675', '24431', '33579', '23367', '24431']
50608	2	4	(2S)-2-hydroxy-3-oxobutyl phosphate	184.08442	-1.51	['50606', '36948', '36949', '2468', '25703', '37734', '139588', '35681', '26020', '26079', '25710', '35701', '52396', '30879', '26079', '36359', '26082', '33285', '36963', '52395', '33822', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '17087', '24651', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '36586', '25806', '33608', '37577', '26082', '36357', '33302', '33579', '33675', '50860', '36587', '36963', '33304', '33674', '36357', '33302', '23367', '33675', '33579', '33582', '72695', '36962', '25806', '23367', '33675', '24431', '33579', '50860', '25367', '33285', '33304', '24431', '33579', '23367', '33582', '36357', '50860', '33675', '23367', '24431', '33675', '33582', '33579', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
50648	1	1	9-cis-retinoic acid	300.43512	6.05	['26536', '26537', '79020', '23849', '25384', '26873', '33575', '24913', '36586', '35605', '64709', '18059', '50860', '36587', '36963', '24833', '50860', '33582', '72695', '36962', '25806', '24651', '33582', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33579', '33582', '36357', '50860', '33304', '33674', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
50842	1	2	norflurazon	303.668	2.31	['26414', '83565', '36683', '50995', '37921', '22712', '37143', '17792', '23117', '50047', '38313', '33836', '17792', '24062', '33285', '37578', '24471', '35352', '50860', '25693', '38101', '33659', '33598', '33285', '37578', '24471', '50860', '37577', '33675', '51143', '33582', '24532', '33670', '35352', '33655', '33832', '33597', '50860', '24471', '37577', '33675', '33582', '36357', '33579', '33302', '33285', '5686', '33832', '33661', '51143', '33595', '72695', '33582', '33675', '36357', '33579', '23367', '50860', '33595', '72695', '33302', '25367', '33675', '33579', '23367', '24431', '33582', '25367', '50860', '33675', '36357', '33579', '23367', '24431', '33675', '36357', '33582', '33579', '23367', '24431', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
50859	3	4	bexarotene	348.47792	6.46	['26537', '22723', '25477', '23849', '22712', '33859', '36785', '33836', '26873', '33836', '33575', '33659', '35294', '33636', '33598', '24913', '33659', '33598', '36586', '35605', '64709', '33655', '33832', '35295', '33595', '33597', '18059', '50860', '33655', '33832', '33597', '36587', '36963', '24833', '33595', '72695', '33635', '25367', '50860', '33582', '33595', '72695', '36962', '25806', '24651', '25367', '36357', '33582', '33675', '25367', '50860', '33285', '33304', '25806', '33608', '37577', '36357', '23367', '33675', '33579', '36357', '33582', '50860', '33304', '33674', '23367', '24431', '33579', '23367', '33675', '33582', '24431', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
50931	1	2	(Z)-chlorprothixene	315.86000	5.29	['36683', '17792', '23117', '33285', '37578', '24471', '50860', '24471', '37577', '33675', '33582', '33675', '36357', '33579', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
51209	1	1	pseudoephedrine	165.23224	0.928	['35681', '50995', '25990', '30879', '50047', '23981', '33822', '35352', '50860', '22478', '24651', '50860', '33285', '51143', '33582', '30879', '50047', '25806', '33608', '37577', '33582', '50860', '33302', '33675', '33822', '35352', '33304', '33674', '36357', '33675', '33582', '33579', '24651', '50860', '33285', '51143', '33675', '33579', '23367', '25806', '33608', '37577', '33582', '50860', '33302', '33579', '23367', '24431', '33304', '33674', '36357', '33675', '33582', '23367', '24431', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
51232	2	2	2'-(4-ethoxyphenyl)-5-(4-methylpiperazin-1-yl)-2,5'-bibenzimidazole	452.55106	4.72	['46884', '46920', '36820', '22715', '46845', '50996', '33595', '27171', '38101', '26144', '50996', '50047', '25367', '33672', '38166', '24532', '35352', '38101', '25693', '50047', '50860', '36357', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '35352', '33670', '50860', '33582', '23367', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '51143', '33661', '33582', '33675', '24431', '25367', '50860', '33595', '72695', '33582', '33675', '33302', '33579', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '23367', '33675', '36357', '33582', '33579', '24431', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
51240	5	4	propidium iodide	668.39460	0.276	['50356', '24858', '51069', '33958', '24860', '24868', '24866', '37578', '24471', '37577', '24471', '33675', '36357', '33675', '33579', '23367', '33579', '24431', '23367', '24431']
51383	1	2	hydridocarbon(3.)	13.01864	0.331	['51382', '36872', '26519', '23367', '24431']
51403	2	2	1,4-phenylenediamine	108.14120	0.0168	['51402', '35410', '33860', '23666', '33659', '50047', '88061', '33655', '33832', '35352', '50860', '50047', '33595', '72695', '33285', '51143', '33582', '35352', '50860', '25367', '33302', '33675', '33285', '51143', '33582', '36357', '33675', '33579', '50860', '33302', '33675', '23367', '33579', '33582', '33675', '33579', '24431', '23367', '33675', '33579', '23367', '24431', '33579', '23367', '24431', '23367', '24431', '24431']
51739	1	1	acridine orange	301.81362	4.2	['36807', '51803', '36094', '22213', '23114', '51069', '39206', '33958', '23117', '24868', '26979', '38101', '24866', '37578', '24471', '36688', '38166', '51959', '24532', '35352', '37577', '24471', '33675', '33671', '24532', '51958', '33285', '5686', '33832', '51143', '36357', '33675', '33579', '5686', '33635', '33285', '33832', '50860', '33595', '72695', '33302', '23367', '33579', '33595', '50860', '72695', '33582', '25367', '33675', '24431', '23367', '25367', '33582', '50860', '33675', '36357', '33579', '24431', '36357', '33675', '33582', '33579', '23367', '23367', '33579', '33675', '24431', '24431', '23367', '33579', '24431', '23367', '24431']
51760	1	1	Alexa Fluor 546	1080.39800	1.84	['38164', '38166', '24532', '33671', '33285', '5686', '33832', '33635', '50860', '33595', '72695', '33582', '25367', '50860', '33675', '36357', '33582', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
51907	1	1	dansyl chloride	269.749	2.15	['38034', '33552', '25477', '33860', '33424', '36785', '33836', '33659', '50047', '33241', '26835', '35294', '33636', '33659', '33598', '33655', '33832', '35352', '50860', '37577', '33304', '33598', '35295', '33595', '33655', '33832', '33597', '72695', '33285', '51143', '33582', '36357', '33675', '33597', '33832', '33635', '25367', '33595', '72695', '50860', '33302', '33675', '23367', '33579', '33595', '72695', '36357', '25367', '50860', '33582', '33675', '33579', '24431', '23367', '25367', '50860', '23367', '36357', '33582', '33675', '33579', '24431', '36357', '33582', '24431', '23367', '33675', '33579', '23367', '33675', '24431', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
51942	1	1	coumarin 6	350.43520	4.68	['51769', '85128', '23403', '38445', '26004', '23232', '33659', '38443', '33655', '33832', '22727', '33595', '72695', '38104', '38166', '25367', '50860', '24532', '36963', '33671', '36357', '33582', '33285', '5686', '33832', '36962', '25806', '33635', '23367', '33675', '50860', '33595', '72695', '33285', '33304', '24431', '33579', '33582', '25367', '50860', '33675', '23367', '33675', '36357', '33582', '33579', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
51993	1	2	tetrabutylammonium bromide	322.36800	6.83	['48369', '51992', '22925', '51069', '35273', '22928', '33958', '24868', '46850', '26469', '24471', '24866', '37578', '35276', '35352', '33675', '37577', '24471', '51143', '33285', '33579', '36357', '33675', '33302', '50860', '23367', '33579', '33675', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
52026	7	13	amorpha-4,11-diene	204.35110	5.71	['35189', '138397', '35186', '36785', '24632', '24913', '35294', '33636', '33245', '18059', '50860', '33598', '35295', '33595', '50860', '37175', '33582', '33597', '33832', '33635', '25367', '33582', '33692', '33675', '33595', '72695', '36357', '33675', '33608', '37577', '33579', '25367', '50860', '23367', '33579', '33674', '36357', '23367', '33582', '24431', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
52082	4	4	pibenzimol	424.49770	4.1	['46884', '46920', '36820', '22715', '46845', '50996', '33595', '27171', '38101', '26144', '50996', '50047', '25367', '33672', '38166', '24532', '35352', '38101', '25693', '50047', '50860', '36357', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '35352', '33670', '50860', '33582', '23367', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '51143', '33661', '33582', '33675', '24431', '25367', '50860', '33595', '72695', '33582', '33675', '33302', '33579', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '23367', '33675', '36357', '33582', '33579', '24431', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
52090	2	3	methoxide	31.03390	-0.76	['25696', '25699', '22563', '50860', '24870', '33582', '23367', '33675', '24431', '33579', '23367', '24431']
52091	1	2	3-chloroperbenzoic acid	172.56600	1.65	['52094', '83403', '24833', '23132', '24651', '22712', '36683', '25806', '33608', '37577', '33836', '17792', '23117', '33304', '33674', '36357', '33659', '33598', '33285', '37578', '24471', '33675', '33579', '23367', '33655', '33832', '33597', '50860', '24471', '37577', '33579', '23367', '24431', '33595', '72695', '33582', '33675', '36357', '23367', '24431', '25367', '50860', '33675', '33579', '24431', '36357', '33582', '33579', '23367', '23367', '33675', '24431', '24431', '33579', '23367', '24431']
52107	48	36	fluorescein bis-arsenide	664.50000	2.23	['37929', '38835', '39203', '38104', '38166', '24532', '36963', '33671', '33285', '5686', '33832', '36962', '25806', '33635', '50860', '33595', '72695', '33285', '33304', '33582', '25367', '50860', '33675', '33675', '36357', '33582', '33579', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
52153	1	1	2-diethylaminoethanol	117.18940	0.514	['23981', '50996', '15734', '22478', '50047', '30879', '30879', '50047', '35352', '50860', '33822', '33822', '35352', '50860', '33285', '51143', '33582', '24651', '24651', '50860', '33285', '51143', '33582', '33302', '33675', '25806', '33608', '37577', '25806', '33608', '37577', '33582', '50860', '33302', '33675', '33579', '33304', '33674', '36357', '33304', '33674', '36357', '33675', '33582', '33579', '23367', '33675', '33579', '23367', '24431', '33579', '23367', '24431', '23367', '24431', '24431']
